33;6,152500;5,719491
34;6,160666;5,733726
35;6,152500;5,939913
36;24,521110;6,848565
37;24,521110;6,833592
38;6,152500;5,914762
39;6,152500;5,939513
40;29,817350;7,161708
41;29,301350;9,260867
42;29,301350;8,380163
43;29,301350;13,953515
44;29,817350;11,438802
45;29,301350;9,047406
46;24,521110;11,484904
47;24,521110;12,465422
48;24,521110;9,610307
49;24,521110;9,592806
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
0;0,000000;0,000000
1;49,589940;7,644154
2;69,193360;20,340936
3;69,470560;11,874711
4;28,254340;7,154415
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
